== Frequent Itemsets ==
34 (7914)
59 (5176)
63 (4936)
76 (4384)
23 (3376)
93 (3968)
52 (3516)
86 (7924)
85 (8124)
36 (6812)
3 (3656)
67 (4464)
90 (7488)
1 (3916)
39 (5612)
2 (4208)
10 (3244)
53 (4608)
28 (3528)
24 (4748)
110 (4040)
6 (3152)
56 (3776)
116 (3148)
39 90 86 => 85 2 34 (conf: 0.67)
39 90 85 => 2 34 86 (conf: 0.64)
34 2 90 => 39 86 85 (conf: 0.92)
34 2 86 => 39 85 90 (conf: 0.80)
34 2 85 => 39 86 90 (conf: 0.80)
2 90 86 => 39 85 34 (conf: 0.92)
2 90 85 => 39 86 34 (conf: 0.87)
2 86 85 => 39 90 34 (conf: 0.80)
39 34 2 90 => 86 85 (conf: 1.00)
39 34 2 86 => 85 90 (conf: 0.86)
39 34 2 85 => 86 90 (conf: 0.86)
39 34 90 86 => 2 85 (conf: 0.67)
39 34 90 85 => 2 86 (conf: 0.67)
39 2 90 86 => 85 34 (conf: 1.00)
39 2 90 85 => 86 34 (conf: 0.94)
39 2 86 85 => 90 34 (conf: 0.86)
39 90 86 85 => 2 34 (conf: 0.67)
34 2 90 86 => 39 85 (conf: 0.92)
34 2 90 85 => 39 86 (conf: 0.92)
34 2 86 85 => 39 90 (conf: 0.80)
2 90 86 85 => 39 34 (conf: 0.92)
39 34 2 90 86 => 85 (conf: 1.00)
39 34 2 90 85 => 86 (conf: 1.00)
39 34 2 86 85 => 90 (conf: 0.86)
39 34 90 86 85 => 2 (conf: 0.67)
39 2 90 86 85 => 34 (conf: 1.00)
34 2 90 86 85 => 39 (conf: 0.92)
23 => 39 34 36 86 85 (conf: 0.89)
39 36 => 85 86 34 23 (conf: 0.66)
39 23 => 36 85 86 34 (conf: 1.00)
34 23 => 39 85 86 36 (conf: 0.89)
36 23 => 39 85 86 34 (conf: 0.92)
86 23 => 39 85 34 36 (conf: 0.89)
85 23 => 39 86 34 36 (conf: 0.89)
39 34 36 => 86 85 23 (conf: 0.69)
39 34 23 => 36 86 85 (conf: 1.00)
39 36 86 => 85 34 23 (conf: 0.69)
39 36 85 => 86 34 23 (conf: 0.66)
39 36 23 => 85 86 34 (conf: 1.00)
39 86 23 => 36 85 34 (conf: 1.00)
39 85 23 => 36 86 34 (conf: 1.00)
34 36 23 => 39 86 85 (conf: 0.92)
34 86 23 => 39 85 36 (conf: 0.89)
34 85 23 => 39 86 36 (conf: 0.89)
36 86 23 => 39 85 34 (conf: 0.92)
36 85 23 => 39 86 34 (conf: 0.92)
86 85 23 => 39 34 36 (conf: 0.89)
39 34 36 86 => 85 23 (conf: 0.69)
39 34 36 85 => 86 23 (conf: 0.69)
39 34 36 23 => 86 85 (conf: 1.00)
39 34 86 23 => 36 85 (conf: 1.00)
39 34 85 23 => 36 86 (conf: 1.00)
39 36 86 85 => 34 23 (conf: 0.69)
39 36 86 23 => 85 34 (conf: 1.00)
39 36 85 23 => 86 34 (conf: 1.00)
39 86 85 23 => 36 34 (conf: 1.00)
34 36 86 23 => 39 85 (conf: 0.92)
34 36 85 23 => 39 86 (conf: 0.92)
34 86 85 23 => 39 36 (conf: 0.89)
36 86 85 23 => 39 34 (conf: 0.92)
39 34 36 86 85 => 23 (conf: 0.69)
39 34 36 86 23 => 85 (conf: 1.00)
39 34 36 85 23 => 86 (conf: 1.00)
39 34 86 85 23 => 36 (conf: 1.00)
39 36 86 85 23 => 34 (conf: 1.00)
34 36 86 85 23 => 39 (conf: 0.92)
10 => 34 90 36 86 85 (conf: 0.93)
34 10 => 36 85 86 90 (conf: 0.93)
10 90 => 36 85 86 34 (conf: 0.99)
10 36 => 90 85 34 86 (conf: 0.94)
10 86 => 36 90 85 34 (conf: 0.93)
10 85 => 36 90 86 34 (conf: 0.93)
34 10 90 => 36 86 85 (conf: 0.99)
34 10 36 => 85 86 90 (conf: 0.95)
34 10 86 => 36 85 90 (conf: 0.94)
34 10 85 => 36 86 90 (conf: 0.93)
10 90 36 => 85 86 34 (conf: 1.00)
10 90 86 => 36 85 34 (conf: 0.99)
10 90 85 => 36 86 34 (conf: 0.99)
10 36 86 => 90 85 34 (conf: 0.94)
10 36 85 => 90 86 34 (conf: 0.94)
10 86 85 => 36 90 34 (conf: 0.93)
34 10 90 36 => 86 85 (conf: 1.00)
34 10 90 86 => 36 85 (conf: 0.99)
34 10 90 85 => 36 86 (conf: 0.99)
34 10 36 86 => 85 90 (conf: 0.95)
34 10 36 85 => 86 90 (conf: 0.95)
34 10 86 85 => 36 90 (conf: 0.94)
10 90 36 86 => 85 34 (conf: 1.00)
10 90 36 85 => 86 34 (conf: 1.00)
10 90 86 85 => 36 34 (conf: 0.99)
10 36 86 85 => 90 34 (conf: 0.94)
34 10 90 36 86 => 85 (conf: 1.00)
34 10 90 36 85 => 86 (conf: 1.00)
34 10 90 86 85 => 36 (conf: 0.99)
34 10 36 86 85 => 90 (conf: 0.95)
10 90 36 86 85 => 34 (conf: 1.00)
63 => 34 90 53 86 85 (conf: 0.65)
53 => 34 63 90 86 85 (conf: 0.70)
34 63 => 53 85 86 90 (conf: 0.68)
34 53 => 85 86 90 63 (conf: 0.70)
63 90 => 53 85 86 34 (conf: 0.72)
63 53 => 85 90 86 34 (conf: 1.00)
63 86 => 53 90 85 34 (conf: 0.68)
63 85 => 53 90 86 34 (conf: 0.65)
90 53 => 85 86 34 63 (conf: 0.70)
53 86 => 90 85 34 63 (conf: 0.70)
53 85 => 90 86 34 63 (conf: 0.70)
34 63 90 => 53 86 85 (conf: 0.75)
34 63 53 => 85 86 90 (conf: 1.00)
34 63 86 => 53 85 90 (conf: 0.68)
34 63 85 => 53 86 90 (conf: 0.68)
34 90 53 => 86 85 63 (conf: 0.70)
34 53 86 => 85 90 63 (conf: 0.70)
34 53 85 => 86 90 63 (conf: 0.70)
63 90 53 => 85 86 34 (conf: 1.00)
63 90 86 => 53 85 34 (conf: 0.75)
63 90 85 => 53 86 34 (conf: 0.72)
63 53 86 => 90 85 34 (conf: 1.00)
63 53 85 => 90 86 34 (conf: 1.00)
63 86 85 => 53 90 34 (conf: 0.68)
90 53 86 => 85 34 63 (conf: 0.70)
90 53 85 => 86 34 63 (conf: 0.70)
53 86 85 => 90 34 63 (conf: 0.70)
34 63 90 53 => 86 85 (conf: 1.00)
34 63 90 86 => 53 85 (conf: 0.75)
34 63 90 85 => 53 86 (conf: 0.75)
34 63 53 86 => 85 90 (conf: 1.00)
34 63 53 85 => 86 90 (conf: 1.00)
34 63 86 85 => 53 90 (conf: 0.68)
34 90 53 86 => 85 63 (conf: 0.70)
34 90 53 85 => 86 63 (conf: 0.70)
34 53 86 85 => 90 63 (conf: 0.70)
63 90 53 86 => 85 34 (conf: 1.00)
63 90 53 85 => 86 34 (conf: 1.00)
63 90 86 85 => 53 34 (conf: 0.75)
63 53 86 85 => 90 34 (conf: 1.00)
90 53 86 85 => 34 63 (conf: 0.70)
34 63 90 53 86 => 85 (conf: 1.00)
34 63 90 53 85 => 86 (conf: 1.00)
34 63 90 86 85 => 53 (conf: 0.75)
34 63 53 86 85 => 90 (conf: 1.00)
34 90 53 86 85 => 63 (conf: 0.70)
63 90 53 86 85 => 34 (conf: 1.00)
59 => 34 90 53 86 85 (conf: 0.62)
53 => 34 59 90 86 85 (conf: 0.70)
34 59 => 53 85 86 90 (conf: 0.65)
34 53 => 85 86 90 59 (conf: 0.70)
59 90 => 53 85 86 34 (conf: 0.68)
59 53 => 85 90 86 34 (conf: 1.00)
59 86 => 53 90 85 34 (conf: 0.65)
59 85 => 53 90 86 34 (conf: 0.62)
90 53 => 85 86 34 59 (conf: 0.70)
53 86 => 90 85 34 59 (conf: 0.70)
53 85 => 90 86 34 59 (conf: 0.70)
34 59 90 => 53 86 85 (conf: 0.71)
34 59 53 => 85 86 90 (conf: 1.00)
34 59 86 => 53 85 90 (conf: 0.65)
34 59 85 => 53 86 90 (conf: 0.65)
34 90 53 => 86 85 59 (conf: 0.70)
34 53 86 => 85 90 59 (conf: 0.70)
34 53 85 => 86 90 59 (conf: 0.70)
59 90 53 => 85 86 34 (conf: 1.00)
59 90 86 => 53 85 34 (conf: 0.71)
59 90 85 => 53 86 34 (conf: 0.68)
59 53 86 => 90 85 34 (conf: 1.00)
59 53 85 => 90 86 34 (conf: 1.00)
59 86 85 => 53 90 34 (conf: 0.65)
90 53 86 => 85 34 59 (conf: 0.70)
90 53 85 => 86 34 59 (conf: 0.70)
53 86 85 => 90 34 59 (conf: 0.70)
34 59 90 53 => 86 85 (conf: 1.00)
34 59 90 86 => 53 85 (conf: 0.71)
34 59 90 85 => 53 86 (conf: 0.71)
34 59 53 86 => 85 90 (conf: 1.00)
34 59 53 85 => 86 90 (conf: 1.00)
34 59 86 85 => 53 90 (conf: 0.65)
34 90 53 86 => 85 59 (conf: 0.70)
34 90 53 85 => 86 59 (conf: 0.70)
34 53 86 85 => 90 59 (conf: 0.70)
59 90 53 86 => 85 34 (conf: 1.00)
59 90 53 85 => 86 34 (conf: 1.00)
59 90 86 85 => 53 34 (conf: 0.71)
59 53 86 85 => 90 34 (conf: 1.00)
90 53 86 85 => 34 59 (conf: 0.70)
34 59 90 53 86 => 85 (conf: 1.00)
34 59 90 53 85 => 86 (conf: 1.00)
34 59 90 86 85 => 53 (conf: 0.71)
34 59 53 86 85 => 90 (conf: 1.00)
34 90 53 86 85 => 59 (conf: 0.70)
59 90 53 86 85 => 34 (conf: 1.00)
2 => 39 34 28 86 85 (conf: 0.72)
28 => 39 34 2 86 85 (conf: 0.86)
39 2 => 28 85 86 34 (conf: 0.77)
39 28 => 85 2 34 86 (conf: 0.92)
34 2 => 28 39 86 85 (conf: 0.75)
34 28 => 39 2 85 86 (conf: 0.91)
2 28 => 39 85 86 34 (conf: 0.89)
2 86 => 28 39 85 34 (conf: 0.75)
2 85 => 28 39 86 34 (conf: 0.72)
28 86 => 39 85 2 34 (conf: 0.91)
28 85 => 39 2 34 86 (conf: 0.86)
39 34 2 => 28 86 85 (conf: 0.81)
39 34 28 => 2 85 86 (conf: 0.98)
39 2 28 => 85 86 34 (conf: 0.94)
39 2 86 => 28 85 34 (conf: 0.81)
39 2 85 => 28 86 34 (conf: 0.77)
39 28 86 => 85 2 34 (conf: 0.98)
39 28 85 => 2 34 86 (conf: 0.92)
34 2 28 => 39 86 85 (conf: 0.94)
34 2 86 => 28 39 85 (conf: 0.75)
34 2 85 => 28 39 86 (conf: 0.75)
34 28 86 => 39 2 85 (conf: 0.91)
34 28 85 => 39 2 86 (conf: 0.91)
2 28 86 => 39 85 34 (conf: 0.94)
2 28 85 => 39 86 34 (conf: 0.89)
2 86 85 => 28 39 34 (conf: 0.75)
28 86 85 => 39 2 34 (conf: 0.91)
39 34 2 28 => 86 85 (conf: 1.00)
39 34 2 86 => 28 85 (conf: 0.81)
39 34 2 85 => 28 86 (conf: 0.81)
39 34 28 86 => 2 85 (conf: 0.98)
39 34 28 85 => 2 86 (conf: 0.98)
39 2 28 86 => 85 34 (conf: 1.00)
39 2 28 85 => 86 34 (conf: 0.94)
39 2 86 85 => 28 34 (conf: 0.81)
39 28 86 85 => 2 34 (conf: 0.98)
34 2 28 86 => 39 85 (conf: 0.94)
34 2 28 85 => 39 86 (conf: 0.94)
34 2 86 85 => 28 39 (conf: 0.75)
34 28 86 85 => 39 2 (conf: 0.91)
2 28 86 85 => 39 34 (conf: 0.94)
39 34 2 28 86 => 85 (conf: 1.00)
39 34 2 28 85 => 86 (conf: 1.00)
39 34 2 86 85 => 28 (conf: 0.81)
39 34 28 86 85 => 2 (conf: 0.98)
39 2 28 86 85 => 34 (conf: 1.00)
34 2 28 86 85 => 39 (conf: 0.94)
110 => 34 90 36 86 85 (conf: 0.91)
34 110 => 36 85 86 90 (conf: 0.93)
90 110 => 36 85 86 34 (conf: 0.93)
110 36 => 85 90 86 34 (conf: 0.95)
110 86 => 36 90 85 34 (conf: 0.93)
110 85 => 36 90 86 34 (conf: 0.91)
34 90 110 => 36 86 85 (conf: 0.95)
34 110 36 => 85 86 90 (conf: 0.98)
34 110 86 => 36 85 90 (conf: 0.93)
34 110 85 => 36 86 90 (conf: 0.93)
90 110 36 => 85 86 34 (conf: 0.97)
90 110 86 => 36 85 34 (conf: 0.95)
90 110 85 => 36 86 34 (conf: 0.93)
110 36 86 => 90 85 34 (conf: 0.98)
110 36 85 => 90 86 34 (conf: 0.95)
110 86 85 => 36 90 34 (conf: 0.93)
34 90 110 36 => 86 85 (conf: 1.00)
34 90 110 86 => 36 85 (conf: 0.95)
34 90 110 85 => 36 86 (conf: 0.95)
34 110 36 86 => 85 90 (conf: 0.98)
34 110 36 85 => 86 90 (conf: 0.98)
34 110 86 85 => 36 90 (conf: 0.93)
90 110 36 86 => 85 34 (conf: 1.00)
90 110 36 85 => 86 34 (conf: 0.97)
90 110 86 85 => 36 34 (conf: 0.95)
110 36 86 85 => 90 34 (conf: 0.98)
34 90 110 36 86 => 85 (conf: 1.00)
34 90 110 36 85 => 86 (conf: 1.00)
34 90 110 86 85 => 36 (conf: 0.95)
34 110 36 86 85 => 90 (conf: 0.98)
90 110 36 86 85 => 34 (conf: 1.00)
24 => 34 90 36 86 85 (conf: 0.69)
34 24 => 36 85 86 90 (conf: 0.73)
24 90 => 36 85 86 34 (conf: 0.75)
24 36 => 85 90 86 34 (conf: 0.93)
24 86 => 36 90 85 34 (conf: 0.72)
24 85 => 36 90 86 34 (conf: 0.69)
34 24 90 => 36 86 85 (conf: 0.78)
34 24 36 => 85 86 90 (conf: 0.99)
34 24 86 => 36 85 90 (conf: 0.73)
34 24 85 => 36 86 90 (conf: 0.73)
24 90 36 => 85 86 34 (conf: 0.94)
24 90 86 => 36 85 34 (conf: 0.78)
24 90 85 => 36 86 34 (conf: 0.75)
24 36 86 => 90 85 34 (conf: 0.98)
24 36 85 => 90 86 34 (conf: 0.93)
24 86 85 => 36 90 34 (conf: 0.72)
34 24 90 36 => 86 85 (conf: 1.00)
34 24 90 86 => 36 85 (conf: 0.78)
34 24 90 85 => 36 86 (conf: 0.78)
34 24 36 86 => 85 90 (conf: 0.99)
34 24 36 85 => 86 90 (conf: 0.99)
34 24 86 85 => 36 90 (conf: 0.73)
24 90 36 86 => 85 34 (conf: 1.00)
24 90 36 85 => 86 34 (conf: 0.94)
24 90 86 85 => 36 34 (conf: 0.78)
24 36 86 85 => 90 34 (conf: 0.98)
34 24 90 36 86 => 85 (conf: 1.00)
34 24 90 36 85 => 86 (conf: 1.00)
34 24 90 86 85 => 36 (conf: 0.78)
34 24 36 86 85 => 90 (conf: 0.99)
24 90 36 86 85 => 34 (conf: 1.00)
56 => 39 90 36 86 85 (conf: 0.88)
39 56 => 36 85 86 90 (conf: 0.97)
39 90 => 36 56 85 86 (conf: 0.67)
39 36 => 85 56 90 86 (conf: 0.73)
39 86 => 36 85 56 90 (conf: 0.61)
56 90 => 39 85 86 36 (conf: 0.91)
56 36 => 39 85 86 90 (conf: 0.94)
56 86 => 39 85 90 36 (conf: 0.88)
56 85 => 39 86 90 36 (conf: 0.88)
39 56 90 => 36 86 85 (conf: 1.00)
39 56 36 => 85 86 90 (conf: 0.97)
39 56 86 => 36 85 90 (conf: 0.97)
39 56 85 => 36 86 90 (conf: 0.97)
39 90 36 => 56 85 86 (conf: 0.79)
39 90 86 => 36 56 85 (conf: 0.69)
39 90 85 => 36 56 86 (conf: 0.67)
39 36 86 => 85 56 90 (conf: 0.76)
39 36 85 => 56 90 86 (conf: 0.73)
39 86 85 => 36 56 90 (conf: 0.61)
56 90 36 => 39 86 85 (conf: 0.97)
56 90 86 => 39 85 36 (conf: 0.91)
56 90 85 => 39 86 36 (conf: 0.91)
56 36 86 => 39 85 90 (conf: 0.94)
56 36 85 => 39 86 90 (conf: 0.94)
56 86 85 => 39 90 36 (conf: 0.88)
39 56 90 36 => 86 85 (conf: 1.00)
39 56 90 86 => 36 85 (conf: 1.00)
39 56 90 85 => 36 86 (conf: 1.00)
39 56 36 86 => 85 90 (conf: 0.97)
39 56 36 85 => 86 90 (conf: 0.97)
39 56 86 85 => 36 90 (conf: 0.97)
39 90 36 86 => 56 85 (conf: 0.82)
39 90 36 85 => 56 86 (conf: 0.79)
39 90 86 85 => 36 56 (conf: 0.69)
39 36 86 85 => 56 90 (conf: 0.76)
56 90 36 86 => 39 85 (conf: 0.97)
56 90 36 85 => 39 86 (conf: 0.97)
56 90 86 85 => 39 36 (conf: 0.91)
56 36 86 85 => 39 90 (conf: 0.94)
39 56 90 36 86 => 85 (conf: 1.00)
39 56 90 36 85 => 86 (conf: 1.00)
39 56 90 86 85 => 36 (conf: 1.00)
39 56 36 86 85 => 90 (conf: 0.97)
39 90 36 86 85 => 56 (conf: 0.82)
56 90 36 86 85 => 39 (conf: 0.97)
56 => 39 34 90 36 85 (conf: 0.88)
39 56 => 36 90 85 34 (conf: 0.97)
39 34 => 36 85 56 90 (conf: 0.61)
39 90 => 36 85 56 34 (conf: 0.67)
39 36 => 85 90 56 34 (conf: 0.73)
56 34 => 39 85 90 36 (conf: 0.88)
56 90 => 39 85 34 36 (conf: 0.91)
56 36 => 39 90 85 34 (conf: 0.94)
56 85 => 39 90 34 36 (conf: 0.88)
39 56 34 => 36 85 90 (conf: 0.97)
39 56 90 => 36 85 34 (conf: 1.00)
39 56 36 => 90 85 34 (conf: 0.97)
39 56 85 => 36 90 34 (conf: 0.97)
39 34 90 => 36 56 85 (conf: 0.69)
39 34 36 => 85 56 90 (conf: 0.76)
39 34 85 => 36 56 90 (conf: 0.61)
39 90 36 => 85 56 34 (conf: 0.79)
39 90 85 => 36 56 34 (conf: 0.67)
39 36 85 => 90 56 34 (conf: 0.73)
56 34 90 => 39 85 36 (conf: 0.91)
56 34 36 => 39 85 90 (conf: 0.94)
56 34 85 => 39 90 36 (conf: 0.88)
56 90 36 => 39 85 34 (conf: 0.97)
56 90 85 => 39 34 36 (conf: 0.91)
56 36 85 => 39 90 34 (conf: 0.94)
39 56 34 90 => 36 85 (conf: 1.00)
39 56 34 36 => 85 90 (conf: 0.97)
39 56 34 85 => 36 90 (conf: 0.97)
39 56 90 36 => 85 34 (conf: 1.00)
39 56 90 85 => 36 34 (conf: 1.00)
39 56 36 85 => 90 34 (conf: 0.97)
39 34 90 36 => 56 85 (conf: 0.82)
39 34 90 85 => 36 56 (conf: 0.69)
39 34 36 85 => 56 90 (conf: 0.76)
39 90 36 85 => 56 34 (conf: 0.79)
56 34 90 36 => 39 85 (conf: 0.97)
56 34 90 85 => 39 36 (conf: 0.91)
56 34 36 85 => 39 90 (conf: 0.94)
56 90 36 85 => 39 34 (conf: 0.97)
39 56 34 90 36 => 85 (conf: 1.00)
39 56 34 90 85 => 36 (conf: 1.00)
39 56 34 36 85 => 90 (conf: 0.97)
39 56 90 36 85 => 34 (conf: 1.00)
39 34 90 36 85 => 56 (conf: 0.82)
56 34 90 36 85 => 39 (conf: 0.97)
56 => 39 34 90 36 86 (conf: 0.88)
39 56 => 36 90 86 34 (conf: 0.97)
39 34 => 36 56 90 86 (conf: 0.61)
39 90 => 36 56 34 86 (conf: 0.67)
39 36 => 90 56 34 86 (conf: 0.73)
39 86 => 36 90 56 34 (conf: 0.61)
56 34 => 39 86 90 36 (conf: 0.88)
56 90 => 39 86 34 36 (conf: 0.91)
56 36 => 39 90 86 34 (conf: 0.94)
56 86 => 39 90 34 36 (conf: 0.88)
39 56 34 => 36 86 90 (conf: 0.97)
39 56 90 => 36 86 34 (conf: 1.00)
39 56 36 => 90 86 34 (conf: 0.97)
39 56 86 => 36 90 34 (conf: 0.97)
39 34 90 => 36 56 86 (conf: 0.69)
39 34 36 => 56 90 86 (conf: 0.76)
39 34 86 => 36 56 90 (conf: 0.61)
39 90 36 => 56 34 86 (conf: 0.79)
39 90 86 => 36 56 34 (conf: 0.69)
39 36 86 => 90 56 34 (conf: 0.76)
56 34 90 => 39 86 36 (conf: 0.91)
56 34 36 => 39 86 90 (conf: 0.94)
56 34 86 => 39 90 36 (conf: 0.88)
56 90 36 => 39 86 34 (conf: 0.97)
56 90 86 => 39 34 36 (conf: 0.91)
56 36 86 => 39 90 34 (conf: 0.94)
39 56 34 90 => 36 86 (conf: 1.00)
39 56 34 36 => 86 90 (conf: 0.97)
39 56 34 86 => 36 90 (conf: 0.97)
39 56 90 36 => 86 34 (conf: 1.00)
39 56 90 86 => 36 34 (conf: 1.00)
39 56 36 86 => 90 34 (conf: 0.97)
39 34 90 36 => 56 86 (conf: 0.82)
39 34 90 86 => 36 56 (conf: 0.69)
39 34 36 86 => 56 90 (conf: 0.76)
39 90 36 86 => 56 34 (conf: 0.82)
56 34 90 36 => 39 86 (conf: 0.97)
56 34 90 86 => 39 36 (conf: 0.91)
56 34 36 86 => 39 90 (conf: 0.94)
56 90 36 86 => 39 34 (conf: 0.97)
39 56 34 90 36 => 86 (conf: 1.00)
39 56 34 90 86 => 36 (conf: 1.00)
39 56 34 36 86 => 90 (conf: 0.97)
39 56 90 36 86 => 34 (conf: 1.00)
39 34 90 36 86 => 56 (conf: 0.82)
56 34 90 36 86 => 39 (conf: 0.97)
39 => 56 34 36 86 85 (conf: 0.61)
56 => 39 34 36 86 85 (conf: 0.91)
39 56 => 36 85 86 34 (conf: 1.00)
39 34 => 36 56 85 86 (conf: 0.64)
39 36 => 85 56 34 86 (conf: 0.75)
39 86 => 36 85 56 34 (conf: 0.63)
39 85 => 36 56 34 86 (conf: 0.61)
56 34 => 39 85 86 36 (conf: 0.91)
56 36 => 39 85 86 34 (conf: 0.97)
56 86 => 39 85 34 36 (conf: 0.91)
56 85 => 39 86 34 36 (conf: 0.91)
39 56 34 => 36 86 85 (conf: 1.00)
39 56 36 => 85 86 34 (conf: 1.00)
39 56 86 => 36 85 34 (conf: 1.00)
39 56 85 => 36 86 34 (conf: 1.00)
39 34 36 => 56 85 86 (conf: 0.79)
39 34 86 => 36 56 85 (conf: 0.64)
39 34 85 => 36 56 86 (conf: 0.64)
39 36 86 => 85 56 34 (conf: 0.79)
39 36 85 => 56 34 86 (conf: 0.75)
39 86 85 => 36 56 34 (conf: 0.63)
56 34 36 => 39 86 85 (conf: 0.97)
56 34 86 => 39 85 36 (conf: 0.91)
56 34 85 => 39 86 36 (conf: 0.91)
56 36 86 => 39 85 34 (conf: 0.97)
56 36 85 => 39 86 34 (conf: 0.97)
56 86 85 => 39 34 36 (conf: 0.91)
39 56 34 36 => 86 85 (conf: 1.00)
39 56 34 86 => 36 85 (conf: 1.00)
39 56 34 85 => 36 86 (conf: 1.00)
39 56 36 86 => 85 34 (conf: 1.00)
39 56 36 85 => 86 34 (conf: 1.00)
39 56 86 85 => 36 34 (conf: 1.00)
39 34 36 86 => 56 85 (conf: 0.79)
39 34 36 85 => 56 86 (conf: 0.79)
39 34 86 85 => 36 56 (conf: 0.64)
39 36 86 85 => 56 34 (conf: 0.79)
56 34 36 86 => 39 85 (conf: 0.97)
56 34 36 85 => 39 86 (conf: 0.97)
56 34 86 85 => 39 36 (conf: 0.91)
56 36 86 85 => 39 34 (conf: 0.97)
39 56 34 36 86 => 85 (conf: 1.00)
39 56 34 36 85 => 86 (conf: 1.00)
39 56 34 86 85 => 36 (conf: 1.00)
39 56 36 86 85 => 34 (conf: 1.00)
39 34 36 86 85 => 56 (conf: 0.79)
56 34 36 86 85 => 39 (conf: 0.97)
53 => 34 90 36 86 85 (conf: 0.81)
34 53 => 36 85 86 90 (conf: 0.81)
53 90 => 36 85 86 34 (conf: 0.81)
53 36 => 90 85 34 86 (conf: 1.00)
53 86 => 36 90 85 34 (conf: 0.81)
53 85 => 36 90 86 34 (conf: 0.81)
34 53 90 => 36 86 85 (conf: 0.81)
34 53 36 => 85 86 90 (conf: 1.00)
34 53 86 => 36 85 90 (conf: 0.81)
34 53 85 => 36 86 90 (conf: 0.81)
53 90 36 => 85 86 34 (conf: 1.00)
53 90 86 => 36 85 34 (conf: 0.81)
53 90 85 => 36 86 34 (conf: 0.81)
53 36 86 => 90 85 34 (conf: 1.00)
53 36 85 => 90 86 34 (conf: 1.00)
53 86 85 => 36 90 34 (conf: 0.81)
34 53 90 36 => 86 85 (conf: 1.00)
34 53 90 86 => 36 85 (conf: 0.81)
34 53 90 85 => 36 86 (conf: 0.81)
34 53 36 86 => 85 90 (conf: 1.00)
34 53 36 85 => 86 90 (conf: 1.00)
34 53 86 85 => 36 90 (conf: 0.81)
53 90 36 86 => 85 34 (conf: 1.00)
53 90 36 85 => 86 34 (conf: 1.00)
53 90 86 85 => 36 34 (conf: 0.81)
53 36 86 85 => 90 34 (conf: 1.00)
34 53 90 36 86 => 85 (conf: 1.00)
34 53 90 36 85 => 86 (conf: 1.00)
34 53 90 86 85 => 36 (conf: 0.81)
34 53 36 86 85 => 90 (conf: 1.00)
53 90 36 86 85 => 34 (conf: 1.00)
56 => 34 90 36 86 85 (conf: 0.90)
56 34 => 36 85 86 90 (conf: 0.90)
56 90 => 36 85 86 34 (conf: 0.93)
56 36 => 85 90 86 34 (conf: 0.97)
56 86 => 36 90 85 34 (conf: 0.90)
56 85 => 36 90 86 34 (conf: 0.90)
56 34 90 => 36 86 85 (conf: 0.93)
56 34 36 => 85 86 90 (conf: 0.97)
56 34 86 => 36 85 90 (conf: 0.90)
56 34 85 => 36 86 90 (conf: 0.90)
56 90 36 => 85 86 34 (conf: 1.00)
56 90 86 => 36 85 34 (conf: 0.93)
56 90 85 => 36 86 34 (conf: 0.93)
56 36 86 => 90 85 34 (conf: 0.97)
56 36 85 => 90 86 34 (conf: 0.97)
56 86 85 => 36 90 34 (conf: 0.90)
56 34 90 36 => 86 85 (conf: 1.00)
56 34 90 86 => 36 85 (conf: 0.93)
56 34 90 85 => 36 86 (conf: 0.93)
56 34 36 86 => 85 90 (conf: 0.97)
56 34 36 85 => 86 90 (conf: 0.97)
56 34 86 85 => 36 90 (conf: 0.90)
56 90 36 86 => 85 34 (conf: 1.00)
56 90 36 85 => 86 34 (conf: 1.00)
56 90 86 85 => 36 34 (conf: 0.93)
56 36 86 85 => 90 34 (conf: 0.97)
56 34 90 36 86 => 85 (conf: 1.00)
56 34 90 36 85 => 86 (conf: 1.00)
56 34 90 86 85 => 36 (conf: 0.93)
56 34 36 86 85 => 90 (conf: 0.97)
56 90 36 86 85 => 34 (conf: 1.00)
56 => 39 34 90 86 85 (conf: 0.88)
39 56 => 85 90 86 34 (conf: 0.97)
39 34 => 85 56 90 86 (conf: 0.61)
39 90 => 85 56 34 86 (conf: 0.67)
39 86 => 85 90 56 34 (conf: 0.61)
56 34 => 39 85 86 90 (conf: 0.88)
56 90 => 39 85 86 34 (conf: 0.91)
56 86 => 39 90 85 34 (conf: 0.88)
56 85 => 39 90 86 34 (conf: 0.88)
39 56 34 => 85 86 90 (conf: 0.97)
39 56 90 => 85 86 34 (conf: 1.00)
39 56 86 => 90 85 34 (conf: 0.97)
39 56 85 => 90 86 34 (conf: 0.97)
39 34 90 => 56 85 86 (conf: 0.69)
39 34 86 => 85 56 90 (conf: 0.61)
39 34 85 => 56 90 86 (conf: 0.61)
39 90 86 => 85 56 34 (conf: 0.69)
39 90 85 => 56 34 86 (conf: 0.67)
39 86 85 => 90 56 34 (conf: 0.61)
56 34 90 => 39 86 85 (conf: 0.91)
56 34 86 => 39 85 90 (conf: 0.88)
56 34 85 => 39 86 90 (conf: 0.88)
56 90 86 => 39 85 34 (conf: 0.91)
56 90 85 => 39 86 34 (conf: 0.91)
56 86 85 => 39 90 34 (conf: 0.88)
39 56 34 90 => 86 85 (conf: 1.00)
39 56 34 86 => 85 90 (conf: 0.97)
39 56 34 85 => 86 90 (conf: 0.97)
39 56 90 86 => 85 34 (conf: 1.00)
39 56 90 85 => 86 34 (conf: 1.00)
